id,name,shopurl,category,wangwang,market,tel,qq,address,wechat,years,source
8554,"衣家铺子大码实拍店",https://www.vvic.com/shop/31728,"大码女装",xiazichuen,"金富丽",18589201150,229926394,"金富丽 2楼 2F032","",7,"广东省 广州"
8555,"衣家铺子大码女装",https://www.vvic.com/shop/44283,"大码女装",zouhui_1987,"金富丽",18825154824,229926394,"金富丽 2楼 2F032-A","",6,"广东省 广州"
8556,"衣家铺子官方店",https://www.vvic.com/shop/45854,"大码女装",bozaizai1518,"金富丽",13539818143,577829573,"金富丽 2楼 2F032-B",zxf15814564949,0,"广东省 广州"
8557,"简服饰",https://www.vvic.com/shop/62605,"衬衫","","金富丽",19898689558,3170908208,"金富丽 2楼 2F033-A",YH923532523,0,"广东省 广州"
8558,"俊俊服饰",https://www.vvic.com/shop/62707,"连衣裙","杀猪啊啊啊啊12345","金富丽",18620578931,1468822166,"金富丽 2楼 2F033-B",yangwenjunming,0,"广东省 广州"
8559,"小榆家",https://www.vvic.com/shop/47073,"","衣衣安琪儿","金富丽","13539992296,18819218288",470323010,"金富丽 2楼 2F033A",XYJ8288,0,"广东省 广州"
8560,"依惠服饰",https://www.vvic.com/shop/31781,"连衣裙","明星衣橱集合店","金富丽","18665014588,13826040052",1976659160,"金富丽 2楼 2F034-A",yihui18665014588,5,"广东省 广州"
8561,"YH服饰",https://www.vvic.com/shop/41874,"","yh韩流风","金富丽",18665014588,1976659160,"金富丽 2楼 2F034-B","",5,"广东省 广州"
8562,"惠星服饰",https://www.vvic.com/shop/60154,"连衣裙","佳衣衣橱","金富丽",13660101106,2550269822,"金富丽 2楼 2F034-C",wxid_52nzzk69219b22,0,"广东省 广州"
8563,"丛林品质大码女装",https://www.vvic.com/shop/61876,"大码女装",wujiansa520a,"金富丽",18102260075,405558398,"金富丽 2楼 2F035",cl19841970684,5,"广东省 广州"
8564,"百分百大码女装",https://www.vvic.com/shop/61883,"大码女装","只卖自己喜欢的衣服","金富丽",13265025346,543292887,"金富丽 2楼 2F035-A",clq19870604,0,"广东省 广州"
8565,"菲儿空间",https://www.vvic.com/shop/51697,"套装","淘宝女装批发店","金富丽","15622125819,13610199860",179528540,"金富丽 2楼 2F036-B",hxbin88,0,"广东省 广州"
8566,"菲儿空间2",https://www.vvic.com/shop/59057,"","蘑菇街衣族","金富丽",18565190279,743710994,"金富丽 2楼 2F036-B1",w0908397,0,"广东省 广州"
8567,"贼拉拉服饰",https://www.vvic.com/shop/24181,"连衣裙","东的东小冬","金富丽",13078861512,663871413,"金富丽 2楼 2F037",bb663871413,5,"广东省 广州"
8568,"云裳大码",https://www.vvic.com/shop/39731,"连衣裙","柏亿服饰","金富丽",13929584552,753257915,"金富丽 2楼 2F038-A",wh13929584552,6,"广东省 广州"
8569,"依璟大码女装",https://www.vvic.com/shop/26871,"大码女装","津门第衣","金富丽","13825138970,18688400958,13825138970",754299786,"金富丽 2楼 2F039",m13825138970,5,"广东省 广州"
8570,"依璟大码女装",https://www.vvic.com/shop/25340,"大码女装","小小小淘63322","金富丽","13825138970,18688400958",2417489493,"金富丽 2楼 2F039-B",m13825138970,6,"广东省 广州"
8571,"燕子家服饰大码女装",https://www.vvic.com/shop/57732,"大码女装","","金富丽",15918580212,447591647,"金富丽 2楼 2F040",CDZ44448888,0,"广东省 广州"
8572,"喵喵家牛仔",https://www.vvic.com/shop/62551,"牛仔裤","","金富丽",13926191711,761776645,"金富丽 2楼 2F040-A",Y761776645,0,"广东省 广州"
8573,"安安网络服饰",https://www.vvic.com/shop/62632,"","","金富丽",15914502851,761776645,"金富丽 2楼 2F040-A1",Y761776645,0,"广东省 广州"
8574,"伊人坊大码女装",https://www.vvic.com/shop/57315,"大码女装","张翔00","金富丽",18672778613,530749365,"金富丽 2楼 2F040-B",zhang_xiang_,0,"广东省 广州"
8575,TSC,https://www.vvic.com/shop/58053,"","","金富丽",13662433157,382971057,"金富丽 2楼 2F040-D",CDZ382971057,0,"广东省 广州"
8576,"8度°精品质量实拍店",https://www.vvic.com/shop/28966,"连衣裙","依艾服装","金富丽",13288660126,425544937,"金富丽 2楼 2F041",wx13288660126,7,"广东省 广州"
8577,"太爆STUDIO女装快时尚",https://www.vvic.com/shop/56569,"连衣裙","淘淘淘天地连锁店","金富丽",13288660126,573347555,"金富丽 2楼 2F041-A",wx13288660126,0,"广东省 广州"
8578,"欧尚大码女装",https://www.vvic.com/shop/58977,"连衣裙","淘淘淘天地","金富丽",13538926251,1448503385,"金富丽 2楼 2F041-C",wx1328860126,0,"广东省 广州"
8579,"素色大码女装",https://www.vvic.com/shop/53877,"连衣裙","张则栋6688","金富丽",17688861930,824221935,"金富丽 2楼 2F042-A",zlx824221935,0,"广东省 广州"
8580,"艾美丽 服饰",https://www.vvic.com/shop/53039,"T恤","zhou修海","金富丽",18898402368,865470583,"金富丽 2楼 2F042-B",A13903042429,0,"广东省 广州"
8581,"尚亿韩衣舍",https://www.vvic.com/shop/50465,"毛衣/针织衫",tb617401,"金富丽",13711617401,359731432,"金富丽 2楼 2F042-B1",xiutao359731432,0,"广东省 广州"
8582,"简爱Simple",https://www.vvic.com/shop/59209,"毛衣/针织衫","随心阁美容沐足","金富丽",18898402368,752858757,"金富丽 2楼 2F042-D",balixiangyishe123,0,"广东省 广州"
8583,"安芬贝丽",https://www.vvic.com/shop/33261,"大码女装","小m子0680","金富丽",13989710680,627951407,"金富丽 2楼 2F043-A",Grace-love-you,9,"广东省 广州"
8584,"初见韩版女装店",https://www.vvic.com/shop/33989,"连衣裙","亲亲一家人17","金富丽",13989710680,627951407,"金富丽 2楼 2F043-C",Grace-love-you,9,"广东省 广州"
8585,"666大码女装实拍档",https://www.vvic.com/shop/40713,"大码女装","感恩快乐pan","金富丽",13989710680,627951407,"金富丽 2楼 2F043-E",Grace-love-you,3,"广东省 广州"
8586,"爱美丽网络服饰",https://www.vvic.com/shop/54008,"衬衫","专业爆款专家","金富丽",15986412217,112517246,"金富丽 2楼 2F044-A",fanpan15986412217,0,"广东省 广州"
8587,"美丽空间",https://www.vvic.com/shop/16624,"衬衫","靓伊时尚女装","金富丽",15986412217,71079936,"金富丽 2楼 2F044-A1","",8,"广东省 广州"
8588,"柠檬茶大码女装",https://www.vvic.com/shop/60785,"T恤","叶婷女","金富丽",13570283202,565978268,"金富丽 2楼 2F045-A",ytn95112236,0,"广东省 广州"
8589,"酷牛大码牛仔",https://www.vvic.com/shop/63637,"","","金富丽","13570283202,13510389810",565978268,"金富丽 2楼 2F045-A1",pjt565978268,0,"广东省 广州"
8590,"橘子依家外贸服饰",https://www.vvic.com/shop/18335,"连衣裙","鄢子康","金富丽","18520032735,15217715694",532377379,"金富丽 2楼 2F045-B",JZYJWMFS,10,"广东省 广州"
8591,"莱衣大码女装",https://www.vvic.com/shop/47816,"大码女装","像阳光一样的灿烂的笑","金富丽","13148985822,18520032735",1551727596,"金富丽 2楼 2F045-C",pp1369503748,0,"广东省 广州"
8592,"伊人秀大码女装",https://www.vvic.com/shop/53424,"大码女装","我我我521我","金富丽",15975418022,448754814,"金富丽 2楼 2F046",alicelj_0305,0,"广东省 广州"
8593,"诗慕女装",https://www.vvic.com/shop/31345,"大码女装",jiangjunhui22,"金富丽",15975418022,448754814,"金富丽 2楼 2F046-A",alicelj_0305,5,"广东省 广州"
8594,"伊丽大码女装",https://www.vvic.com/shop/33063,"大码女装","找不到那份美丽1992","金富丽",18871379811,270874116,"金富丽 2楼 2F047-B",ee55433,7,"广东省 广州"
8595,"小林衣家服饰",https://www.vvic.com/shop/45622,"套装",tb64841300,"金富丽",13822203560,2109967679,"金富丽 2楼 2F047-C",wxid-64wre5uw76g312,3,"广东省 广州"
8596,"韩流",https://www.vvic.com/shop/54756,"连衣裙","秋水伊人yq88","金富丽","13886969641,13477495067",2568710825,"金富丽 2楼 2F048-A",qiushuiyir1734,0,"广东省 广州"
8597,"韩流大码女装",https://www.vvic.com/shop/56857,"连衣裙",t_1513855335571_0611,"金富丽",13477495067,3300368413,"金富丽 2楼 2F048-B",qiushuiyir1734,0,"广东省 广州"
8598,"衣朵阳光",https://www.vvic.com/shop/61578,"连衣裙","","金富丽","18816780213,18071501425",1481046724,"金富丽 2楼 2F048-E",z18816780213,0,"广东省 广州"
8599,"甜馨服饰",https://www.vvic.com/shop/33008,"连衣裙",tiantian1234567cp,"金富丽",15013086216,1182986044,"金富丽 2楼 2F049-A",qq1182986044,4,"广东省 广州"
8600,"甜馨服饰  2店",https://www.vvic.com/shop/47605,"连衣裙",chenpan1739,"金富丽","18702079268,15013086216",1182986044,"金富丽 2楼 2F049-A1",qq1182986044,0,"广东省 广州"
8601,"金芙蓉服饰",https://www.vvic.com/shop/61691,"连衣裙",tb29536363,"金富丽",18565479981,1625572944,"金富丽 2楼 2F049-B",gxy18565479981,0,"广东省 广州"
8602,"名韩屋",https://www.vvic.com/shop/36310,"连衣裙","长草颜白雪雪","金富丽",13902221409,2486998521,"金富丽 2楼 2F050-A","",4,"广东省 广州"
8603,"韩韩大码女装",https://www.vvic.com/shop/40753,"休闲裤/打底裤","名韩屋","金富丽",13902221409,"","金富丽 2楼 2F050-A1","",3,"广东省 广州"
8604,"S线条实拍店",https://www.vvic.com/shop/33429,"蕾丝衫/雪纺衫",tb_1089765,"金富丽",13660353936,894241455,"金富丽 2楼 2F050-B",Cliangss,9,"广东省 广州"
8605,"MS玖店",https://www.vvic.com/shop/47055,"","日落日出348518","金富丽",13660353936,747855455,"金富丽 2楼 2F050-C",ding520q,0,"广东省 广州"
8606,"文文家一店",https://www.vvic.com/shop/32456,"短外套/马甲",jdnr1188,"金富丽",15915774600,472592678,"金富丽 2楼 2F051",qq870608mm,7,"广东省 广州"
8607,"CiCi橙子服饰",https://www.vvic.com/shop/45545,"连衣裙","少女芯语","金富丽",17308290527,2910205431,"金富丽 2楼 2F052",CiCi-CZXJ,5,"广东省 广州"
8608,"冰雪皇后",https://www.vvic.com/shop/22130,"","queen韩系女装","金富丽","18140555550,18140555551",124065894,"金富丽 2楼 2F052-H",jh124065894,6,"广东省 广州"
8609,"名都网络服饰",https://www.vvic.com/shop/25997,"大码女装","极致小妹","金富丽","15915922856,18820116109",529041463,"金富丽 2楼 2F053-A",CH-FashionForever,7,"广东省 广州"
8610,"梵米娜大码女装",https://www.vvic.com/shop/61789,"大码女装","王敏950","金富丽",15295125331,1249255510,"金富丽 2楼 2F054-A",a15295125331,0,"广东省 广州"
8611,"J.T+工厂店",https://www.vvic.com/shop/61703,"牛仔裤","","金富丽",13570241038,514022620,"金富丽 2楼 2F054-B",a514022620,0,"广东省 广州"
8612,"雅帝臣品牌毛织服饰",https://www.vvic.com/shop/33468,"T恤",JOJO4466789,"金富丽","13580454466,15917499911",564852418,"金富丽 2楼 2F055",xin226669,4,"广东省 广州"
8613,"奥优韩服饰",https://www.vvic.com/shop/25721,"连衣裙","醉看红尘一场梦1987","金富丽",13922122365,1360913221,"金富丽 2楼 2F055-A","",9,"广东省 广州"
8614,"艾乐尔",https://www.vvic.com/shop/13682,"短外套/马甲",aidaofeng2011,"金富丽",18665568946,332044190,"金富丽 2楼 2F056-A","",10,"广东省 广州"
8615,"艾思怡服饰",https://www.vvic.com/shop/23933,"短外套/马甲","艾思怡服饰","金富丽","13580380243,15217190608",534290248,"金富丽 2楼 2F056-B","",7,"广东省 广州"
8616,"火爆大码女装",https://www.vvic.com/shop/24377,"套装","爆多多网批","金富丽","13022051081,18589292958",1606782627,"金富丽 2楼 2F057-A",lanlan1059127201,5,"广东省 广州"
8617,"衣路爆.服饰",https://www.vvic.com/shop/24346,"套装","hally王子","金富丽","18588660979,13178802299",583339282,"金富丽 2楼 2F057-B",Z13872286782,11,"广东省 广州"
8618,"七格儿服饰",https://www.vvic.com/shop/50645,"连衣裙",erica520823,"金富丽",18520695057,598609362,"金富丽 2楼 2F057-C",Ling598609362,0,"广东省 广州"
8619,"酷佳服饰",https://www.vvic.com/shop/51781,"连衣裙","天之时尚潮流","金富丽","18620659297,18620715312",598609362,"金富丽 2楼 2F057-D",kujiafushi888,0,"广东省 广州"
8620,"红亮服饰",https://www.vvic.com/shop/24186,"大码女装","伍永峰1","金富丽",15989422568,2371047502,"金富丽 2楼 2F058",wyf15384465582,8,"广东省 广州"
8621,"红亮学院风店",https://www.vvic.com/shop/35336,"连衣裙","伍亮亮和薇薇","金富丽",15989422568,2498554835,"金富丽 2楼 2F058-B",db15989422568,6,"广东省 广州"
8622,"酷裤坊大码女裤",https://www.vvic.com/shop/25963,"休闲裤/打底裤","康睿乐","金富丽","15919619662,18688415260",610657198,"金富丽 2楼 2F059-A",liwei19880819,7,"广东省 广州"
8623,"七月大码",https://www.vvic.com/shop/46623,"大码女装","肖胜宇88","金富丽","18620765906,15527988828",2653550616,"金富丽 2楼 2F059-B",guoda427,6,"广东省 广州"
8624,"荟丽大码女装",https://www.vvic.com/shop/44465,"大码女装","蛋蛋服饰6160","金富丽",13414384168,2993930838,"金富丽 2楼 2F060-A",huilidama,11,"广东省 广州"
8625,"韩冰大码女装",https://www.vvic.com/shop/50800,"大码女装","五分熟d菇娘","金富丽",13128517859,897228378,"金富丽 2楼 2F060-B",WQJ897228378,0,"广东省 广州"
8626,"唐小米",https://www.vvic.com/shop/60777,"连衣裙","台智协a113013vmd","金富丽","18718742776,15920394951",1073798176,"金富丽 2楼 2F061-A",yinshangling,0,"广东省 广州"
8627,"L&Q服饰",https://www.vvic.com/shop/61215,"连衣裙","sway_小漆哥","金富丽",17876760077,1024192457,"金富丽 2楼 2F061-B",Q875559806,0,"广东省 广州"
8628,"贝小贝服饰",https://www.vvic.com/shop/62419,"连衣裙","aaaa高单","金富丽",18672689901,811866795,"金富丽 2楼 2F061-C",gaodan123456789,0,"广东省 广州"
8629,"诺美思服饰",https://www.vvic.com/shop/62603,"","","金富丽",13229170692,675247690,"金富丽 2楼 2F061-E",xing4122,0,"广东省 广州"
8630,"金皇潮大码女装",https://www.vvic.com/shop/57173,"大码女装","","金富丽",13682295999,742519693,"金富丽 2楼 2F061-F",vivo101,0,"广东省 广州"
8631,"蒋同学大码女装",https://www.vvic.com/shop/62327,"大码女装","衣恋品碟","金富丽",13822252589,644402598,"金富丽 2楼 2F062",a13822252589,0,"广东省 广州"
8632,"蒋同学2号店",https://www.vvic.com/shop/62520,"大码女装",t_1515047879576_0893,"金富丽",13822252589,644402598,"金富丽 2楼 2F062-A",a13822252589,0,"广东省 广州"
8633,"香衣舞",https://www.vvic.com/shop/20278,"套装","婷猫猫88","金富丽","13247530598,18219452827",1046567601,"金富丽 2楼 2F063",xiangyiwuliting,7,"广东省 广州"
8634,"嬛衣橱大码女装",https://www.vvic.com/shop/62550,"连衣裙","冰点夜星星","金富丽","13316231631,13632314873",2842949779,"金富丽 2楼 2F064-A",girlonlove888,0,"广东省 广州"
8635,"薇尚依大码女装",https://www.vvic.com/shop/61573,"连衣裙",xiaohuan7758,"金富丽","13316231631,13632314873",2842949779,"金富丽 2楼 2F064-C",girlonlylove888,0,"广东省 广州"
8636,"衣雅优时尚",https://www.vvic.com/shop/14887,"半身裙",haiyan6728,"金富丽",13719296618,1299881817,"金富丽 2楼 2F065-A","",9,"广东省 广州"
8637,"伊妮璐妈妈装",https://www.vvic.com/shop/32855,"",jiaheng0720,"金富丽",13418198470,284896658,"金富丽 2楼 2F065-B",Shou-Ji-Hao,10,"广东省 广州"
8638,"大印象大码女装",https://www.vvic.com/shop/59134,"大码女装","排岭厚福","金富丽","13288614831,13068892889",382551590,"金富丽 2楼 2F066-A",dyxfs88,0,"广东省 广州"
8639,"久越美服饰 ",https://www.vvic.com/shop/59383,"抹胸背心","","金富丽","13288614831,13068892889",382551590,"金富丽 2楼 2F066-B",jymfushi,0,"广东省 广州"
8640,"DS精品女装",https://www.vvic.com/shop/42273,"套装",xuan131460,"金富丽",18122195998,2570261887,"金富丽 2楼 2F067-A",XUAN2017528,4,"广东省 广州"
8641,"星辰大码女装",https://www.vvic.com/shop/51397,"大码女装","馨悦大码","金富丽",15549015505,286705571,"金富丽 2楼 2F067-D",tuchunfanghb,0,"广东省 广州"
8642,"妮裳家",https://www.vvic.com/shop/45796,"套装","时尚之美服装店丶","金富丽","13710529033,15986378008",200541996,"金富丽 2楼 2F068",zqn634238339,0,"广东省 广州"
8643,"猪猪女孩",https://www.vvic.com/shop/55129,"套装","通哈哈哈哈","金富丽",17520556050,2280932577,"金富丽 2楼 2F069-B",LT1234TIMO,0,"广东省 广州"
8644,"维丽娅",https://www.vvic.com/shop/55362,"套装","又是下雨天冫","金富丽",15083948348,210073621,"金富丽 2楼 2F069-C",lcz15083948348,0,"广东省 广州"
8645,"GOOD大码女装",https://www.vvic.com/shop/63256,"大码女装","米菲兔小店","金富丽","18502056142,18620208153",515389375,"金富丽 2楼 2F070",W4557201,0,"广东省 广州"
8646,"利得爱",https://www.vvic.com/shop/15854,"连衣裙","紫云城时尚","金富丽",13129326880,1612490457,"金富丽 2楼 2F071",c10151818,7,"广东省 广州"
8647,"利得爱大码女装",https://www.vvic.com/shop/59200,"连衣裙","爱得利大码女装","金富丽","13129326880,13822165090",2279171641,"金富丽 2楼 2F071-B",Csw20041015,0,"广东省 广州"
8648,"小雪家羽绒服",https://www.vvic.com/shop/51619,"T恤","艾斯绮","金富丽",17827072768,1045838572,"金富丽 2楼 2F072-A",a17827072768,0,"广东省 广州"
8649,"优美家大码女装",https://www.vvic.com/shop/55653,"连衣裙","","金富丽",13686745607,104443423,"金富丽 2楼 2F072-B",yang416988,0,"广东省 广州"
8650,"小牛家",https://www.vvic.com/shop/35489,"",duolifen,"金富丽",17827072768,1045838572,"金富丽 2楼 2F072-C",a17827072768,4,"广东省 广州"
8651,"伊美绮大码女装",https://www.vvic.com/shop/28635,"大码女装","雅美琪睡衣批发商行","金富丽",17827072768,1045838572,"金富丽 2楼 2F072-D",a17827072768,7,"广东省 广州"
8652,"东大门专供",https://www.vvic.com/shop/19109,"连衣裙","篆山蜂场","金富丽","13798059972,13763320656",2523155408,"金富丽 2楼 2F073-A","",8,"广东省 广州"
8653,"木子服饰",https://www.vvic.com/shop/51281,"套装","mona淘之妖妖","金富丽","13710511127,17687972287",1753941714,"金富丽 2楼 2F074-B",Zhumin-0001,5,"广东省 广州"
8654,"衣阁网络服饰",https://www.vvic.com/shop/54181,"连衣裙","美衣独家定制","金富丽",15975577376,605695429,"金富丽 2楼 2F075-A",lai4106,0,"广东省 广州"
8655,"衣阁大码女装",https://www.vvic.com/shop/55960,"套装","玖明伊衣","金富丽",13143364384,605695429,"金富丽 2楼 2F075-C",lai4106,0,"广东省 广州"
8656,"中韩范牛仔",https://www.vvic.com/shop/47346,"牛仔裤","淘美丽衣舍","金富丽","18819702355,13751233121",1452431425,"金富丽 2楼 2F075-D",a1452431425,0,"广东省 广州"
8657,"嘉景大码女装",https://www.vvic.com/shop/57033,"牛仔裤","鸿运cp","金富丽",18819702355,1452431425,"金富丽 2楼 2F075-E",a1452431425,0,"广东省 广州"
8658,"天鸟网络服饰",https://www.vvic.com/shop/62503,"休闲裤/打底裤","愤怒的小鸟124789","金富丽",13580179323,1003881710,"金富丽 2楼 2F075-F",w13422179601,0,"广东省 广州"
8659,"韩衣惠网络服饰",https://www.vvic.com/shop/24586,"套装",nitaowtao,"金富丽",15902026221,2320219123,"金富丽 2楼 2F076",hyhwlfs,5,"广东省 广州"
8660,"琴依阁牛仔大码",https://www.vvic.com/shop/23811,"短外套/马甲","爆款名人馆","金富丽","18565477076,13286897076",362420826,"金富丽 2楼 2F077-A1",Q13710826372,5,"广东省 广州"
8661,"金秋雨牛仔",https://www.vvic.com/shop/53930,"短外套/马甲","对酒当歌无需酒","金富丽",15768992911,458532908,"金富丽 2楼 2F077-D",jingdaihuakai266342,0,"广东省 广州"
8662,"优衣优品",https://www.vvic.com/shop/22164,"大码女装",hbhczyl,"金富丽",13829758895,1610778996,"金富丽 2楼 2F078","",7,"广东省 广州"
8663,"晨枫牛仔",https://www.vvic.com/shop/13546,"大码女装",hbhchzw,"金富丽","13829758895,18995692975",1610778996,"金富丽 2楼 2F078-A","",7,"广东省 广州"
8664,"依雅服饰",https://www.vvic.com/shop/57903,"套装",yst868,"金富丽","18520391510,13316023416",490360194,"金富丽 2楼 2F079-A",yiya6528,0,"广东省 广州"
8665,"糖言蜜语大码女装",https://www.vvic.com/shop/25475,"","转转转好运","金富丽",15975405864,1650277739,"金富丽 2楼 2F079-B",yuyeainiwo,9,"广东省 广州"
8666,"玲子衣橱",https://www.vvic.com/shop/56076,"套装","简单幸福69385311","金富丽",18819371330,632003739,"金富丽 2楼 2F079-C",ZFS2019888,0,"广东省 广州"
8667,"季炎时尚",https://www.vvic.com/shop/26436,"T恤","季炎红","金富丽",18520391510,373205513,"金富丽 2楼 2F079-D",pm2-555558,5,"广东省 广州"
8668,"丽人阁",https://www.vvic.com/shop/59361,"T恤","简简单单75755662","金富丽",18819371330,1083019125,"金富丽 2楼 2F079-E",Z3238888,0,"广东省 广州"
8669,"尚美大码女装",https://www.vvic.com/shop/63417,"T恤",yushuo87924,"金富丽","15002038958,18312837070,13631423252",574672327,"金富丽 2楼 2F080",liuyan432783,0,"广东省 广州"
8670,"252伊然美",https://www.vvic.com/shop/44876,"大码女装","彭奥辉","金富丽",13802915650,304672674,"金富丽 2楼 2F080-A",wjx13802915650,5,"广东省 广州"
8671,"小莹子网红2店",https://www.vvic.com/shop/61417,"T恤","小胖妍520","金富丽","13396027693,18594066208",94049374,"金富丽 2楼 2F080-D",lzy838617,3,"广东省 广州"
8672,"语嫣网络服饰",https://www.vvic.com/shop/23768,"","彭泽刚2013","金富丽","13060859356,13070222581",706661423,"金富丽 2楼 2F080-F","",7,"广东省 广州"
8673,"昕昕大码女装",https://www.vvic.com/shop/54177,"大码女装","乖乖女u女","金富丽","17671016064,18672999318",1102524237,"金富丽 2楼 2F081-A",zhoujunxia1995119,0,"广东省 广州"
8674,"昕昕大码女装二店",https://www.vvic.com/shop/57632,"T恤","","金富丽",18672999318,1214258077,"金富丽 2楼 2F081-G",changyang19940815,0,"广东省 广州"
8675,"恒利Style hall",https://www.vvic.com/shop/53070,"T恤","品佳女装","金富丽","13242848172,13826199993",530537836,"金富丽 2楼 2F082-A",HY1688-,0,"广东省 广州"
8676,"恒利服饰",https://www.vvic.com/shop/51316,"休闲裤/打底裤",tb895801_2013,"金富丽",13826199993,530537836,"金富丽 2楼 2F082-B",HY1688-,0,"广东省 广州"
8677,"奥斯丽服饰",https://www.vvic.com/shop/35712,"大码女装",chenhanbiao369,"金富丽",13570988463,396409196,"金富丽 2楼 2F083-C",abiao369,9,"广东省 广州"
8678,"丽曼牛仔",https://www.vvic.com/shop/24378,"短外套/马甲","艾薇薇是你姐","金富丽","13719077916,18926104808",1092537022,"金富丽 2楼 2F084",wxid_j0e311t3b4pa22,5,"广东省 广州"
8679,"季候风大码女装",https://www.vvic.com/shop/15515,"大码女装","属于我们的蓝","金富丽","18620276780,15013145844",632378675,"金富丽 2楼 2F085-A",yu632378675,6,"广东省 广州"
8680,"韩衣潮",https://www.vvic.com/shop/18691,"","乌龟宝呀","金富丽","15013145844,13503020466",361447772,"金富丽 2楼 2F085-B",kaibin2011888,7,"广东省 广州"
8681,"韩衣潮大码女装",https://www.vvic.com/shop/56914,"","新人类溜哒溜哒","金富丽",15013145844,976317329,"金富丽 2楼 2F085-C1",wuguibao230,0,"广东省 广州"
8682,"E+大码实拍店",https://www.vvic.com/shop/19418,"大码女装","姜勤武","金富丽","13826462486,13825054020",272013682,"金富丽 2楼 2F086-A",j13825054020,6,"广东省 广州"
8683,"依东源服饰",https://www.vvic.com/shop/45692,"大码女装","弘习习","金富丽",18665689286,772002168,"金富丽 2楼 2F086-B",HBRWCH,3,"广东省 广州"
8684,"金缕阁",https://www.vvic.com/shop/21689,"大码女装","张勇虎2015","金富丽",13928727935,1906913080,"金富丽 2楼 2F086-C",Z13202053034,6,"广东省 广州"
8685,"衣美佳服饰",https://www.vvic.com/shop/62236,"大码女装",tb559422324,"金富丽",17701975998,2402861319,"金富丽 2楼 2F086-D",F17701975998,0,"广东省 广州"
8686,"以彤大码女装服饰",https://www.vvic.com/shop/24257,"大码女装","以彤服饰chen","金富丽","18675841868,13229926450",109237947,"金富丽 2楼 2F087","",7,"广东省 广州"
8687,"沐涵%服饰",https://www.vvic.com/shop/57008,"大码女装","娜娜的梦想viea","金富丽",13060908828,394581364,"金富丽 2楼 2F087-B",zhangming440,0,"广东省 广州"
8688,"优e库大码女装",https://www.vvic.com/shop/13845,"大码女装","优裤335","金富丽","13763363069,13928998257",1668426349,"金富丽 2楼 2F088",kelsangsflower,8,"广东省 广州"
8689,"依视界服饰",https://www.vvic.com/shop/14306,"连衣裙","张龙璇丶","金富丽",13922134845,417488298,"金富丽 2楼 2F089",zyr417488298,7,"广东省 广州"
8690,"丰之韵大码女装",https://www.vvic.com/shop/39818,"大码女装","花信年华2018","金富丽",15920972798,1622496582,"金富丽 2楼 2F090",zs15920972798,4,"广东省 广州"
8691,"雨涵服饰",https://www.vvic.com/shop/14566,"大码女装","张永兵1977","金富丽",13168851808,1315325811,"金富丽 2楼 2F091-B","",8,"广东省 广州"
8692,"雨涵服饰2店",https://www.vvic.com/shop/18436,"大码女装","晴川服饰","金富丽",13168851808,1315325811,"金富丽 2楼 2F091-B1","",7,"广东省 广州"
8693,"棠果服饰",https://www.vvic.com/shop/19328,"","小姗姗76","金富丽","13352894896,13802789219",2648592306,"金富丽 2楼 2F091-C",wxid_2srbojev6ltn22,7,"广东省 广州"
8694,"磊磊网络服饰",https://www.vvic.com/shop/15639,"连衣裙","时尚女装红人馆","金富丽","13250248280  ,13265355784",1246077336,"金富丽 2楼 2F092-A",qq1246077336,8,"广东省 广州"
8695,"大潮尚",https://www.vvic.com/shop/46129,"毛衣/针织衫","欧帝儿服饰","金富丽",15018466942,593202931,"金富丽 2楼 2F092-B1",Cabinep_xia,0,"广东省 广州"
8696,"ZOE佐一",https://www.vvic.com/shop/25753,"牛仔裤","onlyyou潮流女装","金富丽","13640224453,18811848324",1310887693,"金富丽 2楼 2F093-A",haha13640224453,6,"广东省 广州"
8697,"佐一2号店",https://www.vvic.com/shop/32788,"T恤","陈丹纯zoe","金富丽",18811848324,1310887693,"金富丽 2楼 2F093-B",haha13640224453,5,"广东省 广州"
8698,"可乐家",https://www.vvic.com/shop/55377,"衬衫",tb637482566,"金富丽","18027373075,13640224453",517911882,"金富丽 2楼 2F093-D",Cola19921206,0,"广东省 广州"
8699,"樊樊潮流女装",https://www.vvic.com/shop/18372,"套装","凡凡潮流女装","金富丽",13829782116,314190861,"金富丽 2楼 2F094-A",wxid_3e83wwdneepg22,7,"广东省 广州"
8700,"樊樊大码女装",https://www.vvic.com/shop/32063,"连衣裙",tb56825072,"金富丽",13829782116,314190861,"金富丽 2楼 2F094-B","",7,"广东省 广州"
8701,"雅依格服饰",https://www.vvic.com/shop/27731,"休闲裤/打底裤","秦风谷","金富丽","13450440488,13535384696",2501655886,"金富丽 2楼 2F095",tyx2014620,9,"广东省 广州"
8702,"安妮家大码女装",https://www.vvic.com/shop/55744,"","毛秋霞1314","金富丽",13360565318,1210270842,"金富丽 2楼 2F096-A",annijia1818918,0,"广东省 广州"
8703,"漫依阁服饰",https://www.vvic.com/shop/58839,"","","金富丽","13825002780,18302097006",569945377,"金富丽 2楼 2F096-B",loman123456,0,"广东省 广州"
8704,"依仁服饰",https://www.vvic.com/shop/62146,"大码女装","田羿仁","金富丽",18200666962,2573331532,"金富丽 2楼 2F096-C",liangshaoxia123456,0,"广东省 广州"
